longitude,latitude,elevation,altitude,clutterheight,distance,loss
3.166309962,6.678416562,55,61,4,534,150
3.166318963,6.678416669,55,61,4,535,150
3.166327963,6.678416776,55,61,4,535,142
3.166345858,6.678425989,55,61,4,537,142
3.166354858,6.678426096,55,61,4,538,147
3.166363859,6.678426203,55,61,4,539,147
3.166372859,6.67842631,55,61,4,540,147
3.166372859,6.67842631,55,62,4,540,145
3.16638186,6.678426417,55,62,4,540,145
3.16639086,6.678426524,55,62,4,541,145
3.16639086,6.678426524,55,62,4,541,143
3.166399861,6.678426631,55,62,4,542,143
3.166399861,6.678426631,55,62,4,542,148
3.166408862,6.678426737,55,62,4,543,148
3.166408862,6.678426737,55,62,4,543,145
3.166417755,6.678435843,55,62,4,544,145
3.166417755,6.678435843,55,62,4,544,147
3.166426756,6.67843595,55,61,4,545,147
3.166426756,6.67843595,55,61,4,545,151
3.166426756,6.67843595,55,61,4,545,152
3.166426756,6.67843595,55,61,4,545,149
3.166426756,6.67843595,55,61,4,545,143
3.166435756,6.678436057,55,61,4,545,143
3.166435756,6.678436057,55,61,4,545,151
3.166435756,6.678436057,55,61,4,545,145
3.166435756,6.678436057,55,61,4,545,146
3.166435756,6.678436057,55,61,4,545,149
3.166444757,6.678436164,55,61,4,546,149
3.166444757,6.678436164,55,61,4,546,148
3.166453757,6.678436271,55,61,4,547,148
3.166453757,6.678436271,55,61,4,547,149
3.166462758,6.678436378,55,61,4,548,149
3.166471652,6.678445484,55,61,4,549,148
3.166480652,6.678445591,55,61,4,550,148
3.166489653,6.678445698,55,61,4,551,148
3.166489653,6.678445698,55,61,4,551,150
3.166498653,6.678445805,55,61,4,551,150
3.166507654,6.678445912,55,61,4,552,150
3.166507654,6.678445912,55,61,4,552,147
3.166525548,6.678455124,55,61,4,554,147
3.166525548,6.678455124,55,61,4,554,149
3.166543549,6.678455338,55,61,4,556,149
3.166543549,6.678455338,55,61,4,556,146
3.166561443,6.678464551,55,61,4,558,146
3.166561443,6.678464551,55,61,4,558,145
3.166579445,6.678464765,55,61,4,559,145
3.166579445,6.678464765,55,61,4,559,144
3.166597339,6.678473978,55,61,4,561,144
3.166606339,6.678474085,55,61,4,562,144
3.16661534,6.678474192,55,61,4,563,144
3.166624341,6.678474298,55,61,4,564,144
3.166642235,6.678483511,55,61,4,566,144
3.166651235,6.678483618,55,61,4,567,144
3.166660236,6.678483725,55,61,4,567,144
3.166669237,6.678483832,55,61,4,568,144
3.166687238,6.678484046,55,61,4,570,144
3.166687238,6.678484046,55,61,4,570,141
3.166696131,6.678493152,55,61,4,571,141
3.166705132,6.678493259,55,61,4,572,141
3.166705132,6.678493259,55,61,4,572,142
3.166714132,6.678493366,55,61,4,573,142
3.166723133,6.678493473,55,61,4,573,142
3.166723133,6.678493473,55,61,4,573,141
3.166732027,6.678502578,55,61,4,575,141
3.166750028,6.678502792,55,61,4,576,141
3.166750028,6.678502792,55,61,4,576,150
3.166768029,6.678503006,55,61,4,578,150
3.166776923,6.678512112,55,61,4,579,150
3.166785923,6.678512219,55,61,4,580,150
3.166785923,6.678512219,55,61,4,580,145
3.166794924,6.678512326,55,61,4,581,145
3.166803924,6.678512433,55,61,4,581,145
3.166803924,6.678512433,55,61,4,581,147
3.166812925,6.67851254,55,61,4,582,147
3.166821819,6.678521646,55,61,4,584,147
3.166821819,6.678521646,55,61,4,584,146
3.166830819,6.678521752,55,61,4,584,146
3.16684882,6.678521966,55,61,4,586,146
3.16684882,6.678521966,55,61,4,586,145
3.166866715,6.678531179,55,61,4,588,145
3.166875715,6.678531286,55,61,4,589,148
3.166893716,6.6785315,55,61,4,590,148
3.166920611,6.67854082,55,61,4,593,148
3.166929612,6.678540926,55,61,4,594,148
3.166938612,6.678541033,55,61,4,595,148
3.166938612,6.678541033,55,61,4,595,147
3.166947613,6.67854114,55,61,4,596,147
3.166965614,6.678541354,55,61,4,597,147
3.166965614,6.678541354,55,61,4,597,142
3.166992509,6.678550674,55,61,4,600,142
3.16701051,6.678550888,55,61,4,602,142
3.16701051,6.678550888,55,61,4,602,147
3.167019404,6.678559994,55,61,4,603,147
3.167037405,6.678560207,55,61,4,605,147
3.167037405,6.678560207,55,61,4,605,153
3.167055406,6.678560421,55,61,4,606,153
3.167064406,6.678560528,55,61,4,607,153
3.167073407,6.678560635,55,61,4,608,153
3.167100302,6.678569955,55,61,4,611,153
3.167100302,6.678569955,55,61,4,611,150
3.167109302,6.678570062,55,61,4,611,150
3.167127304,6.678570276,55,61,4,613,150
3.167127304,6.678570276,55,61,4,613,154
3.167136197,6.678579381,56,61,4,614,154
3.167145198,6.678579488,56,61,4,615,154
3.167163199,6.678579702,56,61,4,617,154
3.167163199,6.678579702,56,61,4,617,152
3.1671812,6.678579916,56,61,4,618,152
3.167190201,6.678580023,56,61,4,619,152
3.167190094,6.678589022,56,61,4,620,156
3.167208095,6.678589236,56,61,4,621,156
3.167217096,6.678589343,56,61,4,622,156
3.167226096,6.67858945,56,61,4,623,151
3.167235097,6.678589557,56,61,4,624,151
3.167252991,6.678598769,56,61,4,626,151
3.167252991,6.678598769,56,61,4,626,146
3.167279993,6.67859909,56,61,4,628,146
3.167288993,6.678599197,56,61,4,629,146
3.167315888,6.678608517,56,61,4,632,146
3.167315888,6.678608517,56,61,4,632,152
3.167333889,6.678608731,56,61,4,634,152
3.167342783,6.678617836,56,61,4,635,150
3.167369785,6.678618157,56,61,4,637,150
3.167369785,6.678618157,56,61,4,637,149
3.167378785,6.678618264,56,61,4,638,149
3.16740568,6.678627584,56,61,4,641,149
3.16740568,6.678627584,56,61,4,641,148
3.167432682,6.678627904,56,61,4,644,148
3.167432682,6.678627904,56,61,4,644,150
3.167441683,6.678628011,56,61,4,644,150
3.167459577,6.678637224,56,61,4,647,150
3.167468577,6.678637331,56,61,4,647,150
3.167468577,6.678637331,56,61,4,647,149
3.167495579,6.678637652,56,62,4,650,149
3.16750458,6.678637759,56,62,4,650,153
3.16751358,6.678637866,56,62,4,651,153
3.167531475,6.678647078,56,62,4,654,153
3.167531475,6.678647078,56,62,4,654,154
3.167540475,6.678647185,56,62,4,654,154
3.167567477,6.678647506,56,62,4,657,154
3.167567477,6.678647506,56,62,4,657,151
3.167585478,6.67864772,56,62,4,658,151
3.167594372,6.678656826,56,62,4,660,151
3.167594372,6.678656826,56,62,4,660,154
3.167603372,6.678656933,56,62,4,661,154
3.167630374,6.678657253,56,62,4,663,154
3.167630374,6.678657253,56,62,4,663,151
3.167639375,6.67865736,56,62,4,664,151
3.16766627,6.67866668,56,62,4,667,151
3.16766627,6.67866668,56,62,4,667,150
3.16767527,6.678666787,56,62,4,668,150
3.167693272,6.678667001,56,62,4,669,150
3.167693272,6.678667001,56,62,4,669,152
3.167702272,6.678667108,56,62,4,670,152
3.167711273,6.678667215,56,62,4,671,152
3.167729167,6.678676427,57,62,4,673,152
3.167738168,6.678676534,57,62,4,674,150
3.167765169,6.678676855,57,62,4,676,150
3.167765169,6.678676855,57,62,4,676,151
3.167765062,6.678685854,57,63,4,677,151
3.167792064,6.678686175,57,63,4,679,151
3.167792064,6.678686175,57,63,4,679,150
3.167801065,6.678686282,57,63,4,680,150
3.16782796,6.678695601,57,63,4,683,150
3.16782796,6.678695601,57,63,4,683,157
3.16783696,6.678695708,57,63,4,684,157
3.167854961,6.678695922,57,63,4,686,157
3.167854961,6.678695922,57,63,4,686,149
3.167872963,6.678696136,57,63,4,687,149
3.167881856,6.678705242,57,63,4,689,149
3.167890857,6.678705349,57,63,4,689,147
3.167917859,6.678705669,57,63,4,692,147
3.167926859,6.678705776,57,63,4,693,152
3.167953754,6.678715096,58,63,4,696,152
3.167953754,6.678715096,58,63,4,696,151
3.167971755,6.67871531,58,63,4,697,151
3.167980756,6.678715417,58,63,4,698,151
3.167980756,6.678715417,58,63,4,698,150
3.167989757,6.678715524,58,63,4,699,150
3.168016652,6.678724843,58,63,4,702,150
3.168016652,6.678724843,58,63,4,702,151
3.168034653,6.678725057,58,63,4,704,151
3.168043653,6.678725164,58,63,4,704,151
3.168070548,6.678734484,58,63,4,708,151
3.168070548,6.678734484,58,63,4,708,154
3.168079549,6.678734591,58,63,4,708,154
3.16809755,6.678734804,58,63,4,710,154
3.16809755,6.678734804,58,63,4,710,153
3.168106551,6.678734911,58,63,4,711,153
3.168133446,6.678744231,58,63,4,714,153
3.168133446,6.678744231,58,63,4,714,155
3.168142446,6.678744338,58,63,4,715,155
3.168160447,6.678744552,58,63,4,716,155
3.168160447,6.678744552,58,63,4,716,153
3.16816034,6.678753551,58,63,4,717,153
3.168178342,6.678753764,58,63,4,719,153
3.168187342,6.678753871,58,63,4,719,153
3.168196343,6.678753978,58,63,4,720,151
3.168214237,6.678763191,58,63,16,722,151
3.168214237,6.678763191,58,63,16,722,153
3.168241239,6.678763512,58,63,16,725,153
3.16825024,6.678763619,58,63,16,726,153
3.16825024,6.678763619,58,63,16,726,147
3.16825924,6.678763726,58,63,16,727,147
3.168259133,6.678772724,58,63,16,727,147
3.168268134,6.678772831,58,63,16,728,147
3.168277134,6.678772938,58,63,16,729,147
3.168277134,6.678772938,58,63,16,729,154
3.168286135,6.678773045,58,63,16,730,154
3.168304029,6.678782258,58,63,16,732,154
3.168304029,6.678782258,58,63,16,732,151
3.168322031,6.678782472,58,63,16,734,151
3.168331031,6.678782579,58,63,16,734,151
3.168340032,6.678782686,58,63,16,735,151
3.168349032,6.678782792,58,63,16,736,151
3.168366927,6.678792005,58,63,16,738,151
3.168366927,6.678792005,58,63,16,738,153
3.168375927,6.678792112,58,63,16,739,153
3.168402929,6.678792433,58,63,16,742,153
3.168411823,6.678801539,58,63,16,743,153
3.168429824,6.678801752,58,64,16,745,153
3.168429824,6.678801752,58,64,16,745,150
3.168438825,6.678801859,58,64,16,745,150
3.168456719,6.678811072,58,64,16,748,150
3.168456719,6.678811072,58,64,16,748,158
3.16846572,6.678811179,58,64,16,749,158
3.168483721,6.678811393,58,64,16,750,158
3.168492721,6.6788115,58,64,16,751,158
3.168492721,6.6788115,58,64,16,751,154
3.168501722,6.678811607,58,64,16,752,154
3.168528617,6.678820926,58,64,16,755,154
3.168537618,6.678821033,58,64,16,756,154
3.168555619,6.678821247,58,64,16,758,154
3.168555619,6.678821247,58,64,16,758,156
3.168582514,6.678830567,58,64,16,761,156
3.168582514,6.678830567,58,64,16,761,153
3.168600515,6.67883078,58,64,16,762,153
3.168618409,6.678839993,58,64,16,764,153
3.168618409,6.678839993,58,64,16,764,159
3.168645411,6.678840314,58,64,16,767,159
3.168645411,6.678840314,58,64,16,767,154
3.168654412,6.678840421,58,64,16,768,154
3.168663412,6.678840528,58,64,4,769,154
3.168681307,6.67884974,58,64,4,771,154
3.168699308,6.678849954,58,64,4,773,154
3.168699308,6.678849954,58,64,4,773,162
3.168717309,6.678850168,58,64,4,774,162
3.16872631,6.678850275,58,64,4,775,162
3.16873531,6.678850382,58,64,4,776,162
3.168744204,6.678859488,58,64,4,777,151
3.168762205,6.678859702,58,64,4,779,151
3.168762205,6.678859702,58,64,4,779,159
3.168771206,6.678859808,58,64,4,780,159
3.168789207,6.678860022,58,64,4,782,159
3.168798208,6.678860129,58,64,4,782,159
3.168807101,6.678869235,58,64,4,784,159
3.168825103,6.678869449,58,64,4,786,159
3.168825103,6.678869449,58,64,4,786,152
3.168843104,6.678869663,58,64,4,787,152
3.168843104,6.678869663,58,64,4,787,154
3.168852105,6.678869769,58,64,4,788,154
3.168869999,6.678878982,58,64,4,790,154
3.168869999,6.678878982,58,64,4,790,156
3.168878999,6.678879089,58,64,4,791,156
3.168888,6.678879196,58,64,4,792,156
3.168897001,6.678879303,58,64,4,793,156
3.168897001,6.678879303,58,64,4,793,154
3.168906001,6.67887941,58,64,4,794,154
3.168915002,6.678879517,58,64,4,795,154
3.168923896,6.678888623,58,64,4,796,154
3.168923896,6.678888623,58,64,4,796,157
3.168941897,6.678888836,58,64,4,798,157
3.168950898,6.678888943,58,64,4,799,156
3.168968899,6.678889157,58,64,4,800,156
3.168977899,6.678889264,58,64,4,801,157
3.168977792,6.678898263,58,64,4,802,157
3.168986793,6.67889837,58,64,4,802,157
3.168995794,6.678898477,58,64,4,803,157
3.168995794,6.678898477,58,64,4,803,158
3.169013795,6.67889869,58,64,4,805,158
3.169022796,6.678898797,58,64,4,806,158
3.169022796,6.678898797,58,64,4,806,159
3.16904069,6.67890801,58,64,4,808,159
3.16904069,6.67890801,58,64,4,808,161
3.169049691,6.678908117,58,64,4,809,161
3.169058691,6.678908224,58,64,4,810,161
3.169058691,6.678908224,58,64,4,810,159
3.169067692,6.678908331,59,64,4,811,159
3.169076692,6.678908438,59,64,4,812,159
3.169085693,6.678908545,59,64,4,812,159
3.169094694,6.678908651,59,64,4,813,159
3.169094587,6.67891765,59,64,4,814,159
3.169103587,6.678917757,59,64,4,815,159
3.169112588,6.678917864,59,64,4,815,159
3.169112588,6.678917864,59,64,4,815,148
3.169121589,6.678917971,59,64,4,816,148
3.169121589,6.678917971,59,64,4,816,141
3.16913959,6.678918185,59,64,4,818,141
3.16913959,6.678918185,59,64,4,818,138
3.16914859,6.678918292,59,64,4,819,138
3.169157591,6.678918399,59,64,4,820,138
3.169166592,6.678918505,59,64,4,821,138
3.169166485,6.678927504,59,64,4,821,138
3.169175485,6.678927611,59,64,4,822,148
3.163479011,6.674998862,57,51,6,69,113
3.163479011,6.674998862,57,51,6,69,114
3.163479011,6.674998862,57,51,6,69,116
3.163479011,6.674998862,57,51,6,69,121
3.163479011,6.674998862,57,51,6,69,122
3.163479011,6.674998862,57,51,6,69,118
3.163479011,6.674998862,57,51,6,69,120
3.163479011,6.674998862,57,51,6,69,123
3.163479011,6.674998862,57,51,6,69,125
3.163479011,6.674998862,57,51,6,69,128
3.163479011,6.674998862,57,51,6,69,126
3.163479011,6.674998862,57,51,6,69,127
3.163478904,6.675007861,57,51,6,69,121
3.163469904,6.675007754,56,51,6,68,121
3.163469797,6.675016753,56,51,6,68,121
3.163469797,6.675016753,56,51,6,68,118
3.163460797,6.675016646,56,51,6,67,118
3.163460797,6.675016646,56,51,6,67,115
3.16346069,6.675025645,56,51,6,67,115
3.163451689,6.675025538,56,51,6,66,115
3.163451689,6.675025538,56,51,6,66,113
3.163451582,6.675034537,56,51,6,66,113
3.163451582,6.675034537,56,51,6,66,110
3.163442582,6.67503443,56,51,6,65,110
3.163442475,6.675043429,56,51,6,65,110
3.163433474,6.675043322,56,51,6,64,110
3.163433474,6.675043322,56,51,6,64,113
3.163433367,6.675052321,56,51,6,64,113
3.163424367,6.675052214,56,51,6,63,113
3.16342426,6.675061213,56,51,6,63,113
3.163424153,6.675070212,56,51,6,63,113
3.163424153,6.675070212,56,51,6,63,126
3.163415153,6.675070105,56,51,6,62,126
3.163415046,6.675079104,56,51,6,61,126
3.163415046,6.675079104,56,51,6,61,120
3.163414939,6.675088103,56,51,6,62,120
3.163414939,6.675088103,56,51,6,62,119
3.163414832,6.675097101,57,51,6,62,119
3.163414832,6.675097101,57,51,6,62,123
3.163414832,6.675097101,57,51,6,62,125
3.163414725,6.6751061,57,51,6,62,125
3.163414725,6.6751061,57,51,6,62,126
3.163414618,6.675115099,57,51,6,62,126
3.163423618,6.675115206,57,51,6,63,124
3.163423618,6.675115206,57,51,6,63,128
3.163423511,6.675124205,57,51,6,63,128
3.163423511,6.675124205,57,51,6,63,137
3.163432512,6.675124312,57,51,6,64,137
3.163432512,6.675124312,57,51,6,64,134
3.163432512,6.675124312,57,51,6,64,131
3.163432405,6.675133311,57,52,6,64,131
3.163441405,6.675133418,57,52,6,65,133
3.163441405,6.675133418,57,52,6,65,127
3.163441405,6.675133418,57,52,6,65,134
3.163450406,6.675133525,57,52,6,66,134
3.163450406,6.675133525,57,52,6,66,131
3.163450406,6.675133525,57,52,6,66,128
3.163450406,6.675133525,57,52,6,66,130
3.163450406,6.675133525,57,52,6,66,129
3.163450406,6.675133525,57,52,6,66,135
3.163450406,6.675133525,57,52,6,66,138
3.163459406,6.675133632,57,52,6,67,138
3.163459406,6.675133632,57,52,6,67,132
3.163459406,6.675133632,57,52,6,67,139
3.163459299,6.675142631,58,52,6,67,139
3.163459299,6.675142631,58,52,6,67,134
3.1634683,6.675142738,58,52,6,68,134
3.1634683,6.675142738,58,52,6,68,128
3.1634683,6.675142738,58,52,6,68,135
3.1634773,6.675142844,58,52,6,69,135
3.1634773,6.675142844,58,52,6,69,130
3.163486301,6.675142951,58,52,6,70,130
3.163486301,6.675142951,58,52,6,70,127
3.163495301,6.675143058,58,52,6,71,127
3.163495301,6.675143058,58,52,6,71,129
3.163504195,6.675152164,58,52,6,72,129
3.163504195,6.675152164,58,52,6,72,128
3.163513195,6.675152271,58,52,6,73,128
3.163513195,6.675152271,58,52,6,73,129
3.163522196,6.675152378,58,52,6,74,129
3.163522196,6.675152378,58,52,6,74,127
3.163522196,6.675152378,58,52,6,74,134
3.163531196,6.675152485,58,52,6,75,134
3.163531196,6.675152485,58,52,6,75,138
3.163540196,6.675152592,58,52,6,76,138
3.16354009,6.675161591,58,52,6,76,138
3.16354909,6.675161698,58,52,6,77,138
3.16354909,6.675161698,58,52,6,77,140
3.16355809,6.675161805,58,52,6,78,140
3.16355809,6.675161805,58,52,6,78,136
3.163567091,6.675161912,58,52,6,79,136
3.163567091,6.675161912,58,52,6,79,138
3.163575984,6.675171017,58,52,6,80,138
3.163575984,6.675171017,58,52,6,80,135
3.163584985,6.675171124,58,52,6,81,135
3.163584985,6.675171124,58,52,6,81,137
3.163593985,6.675171231,58,52,6,82,137
3.163593985,6.675171231,58,52,6,82,136
3.163602986,6.675171338,58,52,6,83,136
3.163602986,6.675171338,58,52,6,83,134
3.163611879,6.675180444,58,52,6,84,134
3.163611879,6.675180444,58,52,6,84,131
3.16362088,6.675180551,58,52,6,85,131
3.16362088,6.675180551,58,52,6,85,133
3.16362088,6.675180551,58,52,6,85,126
3.16362988,6.675180658,58,52,6,86,126
3.163638881,6.675180765,58,52,6,87,126
3.163638774,6.675189764,58,52,6,87,125
3.163647774,6.675189871,58,52,6,88,125
3.163647774,6.675189871,58,52,6,88,126
3.163656775,6.675189977,59,52,6,89,126
3.163656775,6.675189977,59,52,6,89,123
3.163665775,6.675190084,59,52,6,90,123
3.163665775,6.675190084,59,52,6,90,127
3.163674776,6.675190191,59,52,6,91,127
3.163674776,6.675190191,59,52,6,91,128
3.163674669,6.67519919,59,52,6,91,128
3.163683669,6.675199297,59,52,6,92,128
3.163683669,6.675199297,59,52,6,92,130
3.16369267,6.675199404,59,52,6,93,130
3.16370167,6.675199511,59,52,6,94,130
3.16370167,6.675199511,59,52,6,94,134
3.163701563,6.67520851,59,52,6,95,134
3.163710564,6.675208617,59,52,6,96,134
3.163710564,6.675208617,59,52,6,96,133
3.163719564,6.675208724,58,52,6,97,133
3.163719564,6.675208724,58,52,6,97,137
3.163728565,6.675208831,58,52,6,98,137
3.163728565,6.675208831,58,52,6,98,141
3.163737458,6.675217937,58,52,6,99,141
3.163737458,6.675217937,58,52,6,99,139
3.163746459,6.675218043,58,52,6,100,139
3.163755459,6.67521815,58,52,6,101,139
3.163764353,6.675227256,58,52,6,102,139
3.163764353,6.675227256,58,52,6,102,137
3.163773353,6.675227363,58,52,6,103,137
3.163773353,6.675227363,58,52,6,103,147
3.163782247,6.675236469,58,52,6,104,147
3.163782247,6.675236469,58,52,6,104,143
3.163791247,6.675236576,58,52,6,105,143
3.163791247,6.675236576,58,52,6,105,145
3.163800141,6.675245682,57,52,6,106,145
3.163800141,6.675245682,57,52,6,106,146
3.163809141,6.675245789,57,52,6,107,146
3.163818142,6.675245896,57,52,6,108,146
3.163818142,6.675245896,57,52,6,108,141
3.163827142,6.675246002,57,52,6,109,141
3.163827035,6.675255001,57,52,6,109,145
3.163836036,6.675255108,57,52,6,110,145
3.163836036,6.675255108,57,52,6,110,138
3.163845036,6.675255215,57,52,6,111,138
3.163845036,6.675255215,57,52,6,111,140
3.163854036,6.675255322,57,52,6,112,140
3.163854036,6.675255322,57,52,6,112,142
3.16386293,6.675264428,57,52,6,113,142
3.16387193,6.675264535,58,52,6,114,138
3.163880931,6.675264642,58,52,6,115,138
3.163880931,6.675264642,58,52,6,115,142
3.163889931,6.675264749,58,52,6,116,142
3.163889931,6.675264749,58,52,6,116,145
3.163898825,6.675273855,58,52,6,117,145
3.163898825,6.675273855,58,52,6,117,143
3.163907825,6.675273961,58,52,6,118,143
3.163916826,6.675274068,58,52,6,119,143
3.163916826,6.675274068,58,52,6,119,146
3.163925826,6.675274175,58,52,6,120,146
3.163925826,6.675274175,58,52,6,120,142
3.163934827,6.675274282,58,52,6,121,142
3.163934827,6.675274282,58,52,6,121,143
3.163943827,6.675274389,58,52,6,122,143
3.163943827,6.675274389,58,52,6,122,147
3.163952828,6.675274496,58,52,6,123,147
3.163952828,6.675274496,58,52,6,123,141
3.163961828,6.675274603,58,52,6,124,141
3.163961828,6.675274603,58,52,6,124,137
3.163970829,6.67527471,58,52,6,125,141
3.163970936,6.675265711,58,52,6,125,141
3.163970936,6.675265711,58,52,6,125,138
3.163970936,6.675265711,59,52,6,125,138
3.163979936,6.675265818,59,52,6,126,138
3.163979936,6.675265818,59,52,6,126,139
3.163980043,6.675256819,59,52,6,126,138
3.163989044,6.675256926,59,52,6,127,138
3.163989044,6.675256926,59,52,6,127,147
3.163989044,6.675256926,59,52,6,127,137
3.163998151,6.675248034,59,52,6,128,137
3.163998151,6.675248034,59,52,6,128,141
3.163998258,6.675239035,59,52,6,128,141
3.163998258,6.675239035,59,52,6,128,137
3.164007258,6.675239142,59,52,6,129,137
3.164007258,6.675239142,59,52,6,129,138
3.164007365,6.675230143,59,52,6,129,138
3.164007365,6.675230143,59,52,6,129,137
3.164016366,6.67523025,59,52,6,129,137
3.164016366,6.67523025,59,52,6,129,135
3.164016473,6.675221251,59,52,6,129,135
3.164016473,6.675221251,59,52,6,129,138
3.164016473,6.675221251,59,52,6,129,137
3.164025473,6.675221358,59,52,6,130,137
3.16402558,6.675212359,59,52,6,130,137
3.16402558,6.675212359,59,52,6,130,138
3.164025687,6.67520336,59,52,6,130,142
3.164034688,6.675203467,59,52,6,131,142
3.164034688,6.675203467,59,52,6,131,138
3.164034795,6.675194468,59,52,6,131,138
3.164034795,6.675194468,59,52,6,131,136
3.164034901,6.67518547,59,52,6,131,135
3.164034901,6.67518547,59,52,6,131,142
3.164035008,6.675176471,59,52,6,131,142
3.164035008,6.675176471,59,52,6,131,144
3.164035008,6.675176471,59,52,6,131,145
3.164035115,6.675167472,59,52,6,131,145
3.164035115,6.675167472,59,52,6,131,142
3.164035222,6.675158473,59,52,6,131,142
3.164035222,6.675158473,59,52,6,131,148
3.164035329,6.675149474,60,52,6,131,148
3.164035329,6.675149474,60,52,6,131,141
3.164035436,6.675140475,60,52,6,131,148
3.164035436,6.675140475,60,52,6,131,145
3.164035543,6.675131476,60,52,6,131,145
3.164035543,6.675131476,60,52,6,131,139
3.164035543,6.675131476,60,52,6,131,141
3.16403565,6.675122477,60,52,6,131,141
3.16403565,6.675122477,60,52,6,131,139
3.164035757,6.675113478,59,52,6,131,139
3.164035757,6.675113478,59,52,6,131,138
3.164035864,6.67510448,59,52,6,131,138
3.164035864,6.67510448,59,52,6,131,135
3.164035864,6.67510448,59,52,6,131,139
3.164035971,6.675095481,59,52,6,131,139
3.164035971,6.675095481,59,52,6,131,142
3.164036078,6.675086482,59,52,6,130,142
3.164045078,6.675086589,59,52,6,131,142
3.164045078,6.675086589,59,52,6,131,139
3.164045185,6.67507759,59,52,6,132,139
3.164045185,6.67507759,59,52,6,132,142
3.164045185,6.67507759,59,52,6,132,137
3.164045292,6.675068591,59,52,6,132,142
3.164045292,6.675068591,59,52,6,132,141
3.164045292,6.675068591,59,52,6,132,137
3.164045399,6.675059592,59,52,6,132,137
3.164045399,6.675059592,59,52,6,132,135
3.1640544,6.675059699,59,52,6,133,144
3.164054507,6.6750507,59,52,6,133,144
3.164054507,6.6750507,59,52,6,133,134
3.164054507,6.6750507,59,52,6,133,135
3.164054613,6.675041701,59,52,6,133,135
3.164054613,6.675041701,59,52,6,133,138
3.164054613,6.675041701,59,52,6,133,141
3.164063721,6.675032809,59,52,6,134,141
3.164063721,6.675032809,59,52,6,134,136
3.164063721,6.675032809,59,52,6,134,138
3.164063828,6.67502381,59,52,6,134,138
3.164063828,6.67502381,59,52,6,134,141
3.164063828,6.67502381,59,52,6,134,135
3.164063935,6.675014811,59,52,6,134,135
3.164063935,6.675014811,59,52,6,134,133
3.164073042,6.675005919,59,52,6,135,133
3.164073042,6.675005919,59,52,6,135,136
3.164073042,6.675005919,59,52,6,135,135
3.164073149,6.67499692,59,52,6,135,135
3.164073149,6.67499692,59,52,6,135,139
3.164073256,6.674987922,59,52,6,135,139
3.164073363,6.674978923,59,52,6,135,139
3.164073363,6.674978923,59,52,6,135,138
3.16407347,6.674969924,59,52,6,135,138
3.16407347,6.674969924,59,52,6,135,144
3.16408247,6.674970031,59,52,6,136,144
3.16408247,6.674970031,59,52,6,136,138
3.164082577,6.674961032,59,52,6,136,138
3.164082684,6.674952033,59,52,6,136,136
3.164082684,6.674952033,59,52,6,136,137
3.164082791,6.674943034,59,52,6,136,137
3.164082791,6.674943034,59,52,6,136,138
3.164082898,6.674934035,59,52,6,137,138
3.164083005,6.674925036,59,52,6,137,138
3.164092112,6.674916144,59,52,6,138,138
3.164092112,6.674916144,59,52,6,138,140
3.164092112,6.674916144,59,52,6,138,145
3.164092219,6.674907145,59,52,6,138,145
3.164092219,6.674907145,59,52,6,138,141
3.164092219,6.674907145,59,52,6,138,137
3.164092326,6.674898146,59,52,6,138,137
3.164092326,6.674898146,59,52,6,138,138
3.164092326,6.674898146,59,52,6,138,136
3.164092326,6.674898146,59,52,6,138,140
3.164092326,6.674898146,59,52,6,138,134
3.164092326,6.674898146,59,52,6,138,133
3.164092326,6.674898146,59,52,6,138,143
3.164092326,6.674898146,59,52,6,138,146
3.164092326,6.674898146,59,52,6,138,144
3.164092326,6.674898146,59,52,6,138,141
3.164092219,6.674907145,59,52,6,138,140
3.164092219,6.674907145,59,52,6,138,136
3.164092219,6.674907145,59,52,6,138,138
3.164092219,6.674907145,59,52,6,138,133
3.164092219,6.674907145,59,52,6,138,134
3.164092219,6.674907145,59,52,6,138,139
3.164092112,6.674916144,59,52,6,138,139
3.164092112,6.674916144,59,52,6,138,134
3.164092112,6.674916144,59,52,6,138,133
3.164092112,6.674916144,59,52,6,138,135
3.164092112,6.674916144,58,52,6,138,135
3.164092006,6.674925143,58,52,6,138,135
3.164092006,6.674925143,58,52,6,138,141
3.164092006,6.674925143,58,52,6,138,133
3.164092006,6.674925143,58,52,6,138,136
3.164092006,6.674925143,58,52,6,138,145
3.164091899,6.674934142,58,52,6,138,145
3.164082898,6.674934035,58,52,6,137,145
3.164082898,6.674934035,58,52,6,137,133
3.164082898,6.674934035,58,52,6,137,131
3.164082898,6.674934035,58,52,6,137,128
3.164082898,6.674934035,58,52,6,137,129
3.164082898,6.674934035,58,52,6,137,130
3.164082898,6.674934035,58,52,6,137,134
3.164091899,6.674934142,58,52,6,138,133
3.164091899,6.674934142,58,52,6,138,134
3.164100899,6.674934249,58,52,6,139,134
3.164100899,6.674934249,58,52,6,139,131
3.164100899,6.674934249,58,52,6,139,136
3.164100792,6.674943248,58,52,6,138,136
3.164100792,6.674943248,58,52,6,138,135
3.164109793,6.674943355,58,52,6,139,135
3.164109793,6.674943355,58,52,6,139,141
3.164109793,6.674943355,58,52,6,139,144
3.164109793,6.674943355,58,52,6,139,146
3.164109793,6.674943355,58,52,6,139,142
3.164118793,6.674943462,58,52,6,140,142
3.164118793,6.674943462,58,52,6,140,147
3.164118793,6.674943462,58,52,6,140,143
